HOSTNAME; STATUS; ATIVO; IP; SO; DOMINIO; OU
MI00317719; Inexistente; -; -; -; -; -
MI00204787; Desligado; True; ; Windows 7 Enterprise; petrobras.biz; CN=MI00204787,OU=REDUC,OU=GERAL,OU=TIC-RIO,OU=Desktops,DC=petrobras,DC=biz
MI00319738; Inexistente; -; -; -; -; -
MI00321984; Inexistente; -; -; -; -; -
MI00237296; Desligado; True; ; Windows 7 Enterprise; petrobras.biz; CN=MI00237296,OU=GERAL,OU=TIC-SPS,OU=Desktops,DC=petrobras,DC=biz
MI00308598; Desligado; True; ; Windows 7 Enterprise; petrobras.biz; CN=MI00308598,OU=Teste-WFirewall,OU=LABTIC,OU=TIC-RIO,OU=Desktops,DC=petrobras,DC=biz
NO00051362; Desligado; True; ; Windows 7 Enterprise; petrobras.biz; CN=NO00051362,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00058577; Desligado; True; ; Windows 7 Enterprise; petrobras.biz; CN=NO00058577,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
MI00279363; Desligado; True; ; Windows 7 Enterprise; petrobras.biz; CN=MI00279363,OU=GERAL,OU=TIC-RIO,OU=Desktops,DC=petrobras,DC=biz
NO00063853; Desligado; True; ; Windows 7 Enterprise; petrobras.biz; CN=NO00063853,OU=UO-BS,OU=GERAL,OU=TIC-SPS,OU=Notebooks,DC=petrobras,DC=biz
NO00068329; Inexistente; -; -; -; -; -
